,state,county,fips,population_estimate
734,Indiana,Jasper County,18073,33562
735,Indiana,Jay County,18075,20436
736,Indiana,Jefferson County,18077,32308
737,Indiana,Jennings County,18079,27735
738,Indiana,Johnson County,18081,158167
739,Indiana,Knox County,18083,36594
740,Indiana,Kosciusko County,18085,79456
741,Indiana,LaGrange County,18087,39614
742,Indiana,Lake County,18089,485493
743,Indiana,LaPorte County,18091,109888
744,Indiana,Lawrence County,18093,45370
745,Indiana,Madison County,18095,129569
746,Indiana,Marion County,18097,964582
747,Indiana,Marshall County,18099,46258
748,Indiana,Martin County,18101,10255
749,Indiana,Miami County,18103,35516
750,Indiana,Monroe County,18105,148431
751,Indiana,Montgomery County,18107,38338
752,Indiana,Morgan County,18109,70489
753,Indiana,Newton County,18111,13984
754,Indiana,Noble County,18113,47744
755,Indiana,Ohio County,18115,5875
756,Indiana,Orange County,18117,19646
757,Indiana,Owen County,18119,20799
758,Indiana,Parke County,18121,16937
759,Indiana,Perry County,18123,19169
760,Indiana,Pike County,18125,12389
761,Indiana,Porter County,18127,170389
762,Indiana,Posey County,18129,25427
763,Indiana,Pulaski County,18131,12353
764,Indiana,Putnam County,18133,37576
765,Indiana,Randolph County,18135,24665
766,Indiana,Ripley County,18137,28324
767,Indiana,Rush County,18139,16581
768,Indiana,St. Joseph County,18141,271826
769,Indiana,Scott County,18143,23873
770,Indiana,Shelby County,18145,44729
771,Indiana,Spencer County,18147,20277
772,Indiana,Starke County,18149,22995
773,Indiana,Steuben County,18151,34594
774,Indiana,Sullivan County,18153,20669
775,Indiana,Switzerland County,18155,10751
776,Indiana,Tippecanoe County,18157,195732
777,Indiana,Tipton County,18159,15148
778,Indiana,Union County,18161,7054
779,Indiana,Vanderburgh County,18163,181451
780,Indiana,Vermillion County,18165,15498
781,Indiana,Vigo County,18167,107038
782,Indiana,Wabash County,18169,30996
783,Indiana,Warren County,18171,8265
784,Indiana,Warrick County,18173,62998
785,Indiana,Washington County,18175,28036
786,Indiana,Wayne County,18177,65884
787,Indiana,Wells County,18179,28296
788,Indiana,White County,18181,24102
789,Indiana,Whitley County,18183,33964
790,Iowa,Adair County,19001,7152
791,Iowa,Adams County,19003,3602
792,Iowa,Allamakee County,19005,13687
793,Iowa,Appanoose County,19007,12426
794,Iowa,Audubon County,19009,5496
795,Iowa,Benton County,19011,25645
796,Iowa,Black Hawk County,19013,131228
797,Iowa,Boone County,19015,26234
798,Iowa,Bremer County,19017,25062
799,Iowa,Buchanan County,19019,21175
800,Iowa,Buena Vista County,19021,19620
801,Iowa,Butler County,19023,14439
802,Iowa,Calhoun County,19025,9668
803,Iowa,Carroll County,19027,20165
804,Iowa,Cass County,19029,12836
805,Iowa,Cedar County,19031,18627
806,Iowa,Cerro Gordo County,19033,42450
807,Iowa,Cherokee County,19035,11235
808,Iowa,Chickasaw County,19037,11933
809,Iowa,Clarke County,19039,9395
810,Iowa,Clay County,19041,16016
811,Iowa,Clayton County,19043,17549
812,Iowa,Clinton County,19045,46429
813,Iowa,Crawford County,19047,16820
814,Iowa,Dallas County,19049,93453
815,Iowa,Davis County,19051,9000
816,Iowa,Decatur County,19053,7870
817,Iowa,Delaware County,19055,17011
818,Iowa,Des Moines County,19057,38967
819,Iowa,Dickinson County,19059,17258
820,Iowa,Dubuque County,19061,97311
821,Iowa,Emmet County,19063,9208
822,Iowa,Fayette County,19065,19650
823,Iowa,Floyd County,19067,15642
824,Iowa,Franklin County,19069,10070
825,Iowa,Fremont County,19071,6960
826,Iowa,Greene County,19073,8888
827,Iowa,Grundy County,19075,12232
828,Iowa,Guthrie County,19077,10689
829,Iowa,Hamilton County,19079,14773
830,Iowa,Hancock County,19081,10630
831,Iowa,Hardin County,19083,16846
832,Iowa,Harrison County,19085,14049
833,Iowa,Henry County,19087,19954
834,Iowa,Howard County,19089,9158
835,Iowa,Humboldt County,19091,9558
836,Iowa,Ida County,19093,6860
837,Iowa,Iowa County,19095,16184
838,Iowa,Jackson County,19097,19439
839,Iowa,Jasper County,19099,37185
840,Iowa,Jefferson County,19101,18295
841,Iowa,Johnson County,19103,151140
842,Iowa,Jones County,19105,20681
843,Iowa,Keokuk County,19107,10246
844,Iowa,Kossuth County,19109,14813
845,Iowa,Lee County,19111,33657
846,Iowa,Linn County,19113,226706
847,Iowa,Louisa County,19115,11035
848,Iowa,Lucas County,19117,8600
849,Iowa,Lyon County,19119,11755
850,Iowa,Madison County,19121,16338
851,Iowa,Mahaska County,19123,22095
852,Iowa,Marion County,19125,33253
853,Iowa,Marshall County,19127,39369
854,Iowa,Mills County,19129,15109
855,Iowa,Mitchell County,19131,10586
856,Iowa,Monona County,19133,8615
857,Iowa,Monroe County,19135,7707
858,Iowa,Montgomery County,19137,9917
859,Iowa,Muscatine County,19139,42664
860,Iowa,O'Brien County,19141,13753
861,Iowa,Osceola County,19143,5958
862,Iowa,Page County,19145,15107
863,Iowa,Palo Alto County,19147,8886
864,Iowa,Plymouth County,19149,25177
865,Iowa,Pocahontas County,19151,6619
866,Iowa,Polk County,19153,490161
867,Iowa,Pottawattamie County,19155,93206
868,Iowa,Poweshiek County,19157,18504
869,Iowa,Ringgold County,19159,4894
870,Iowa,Sac County,19161,9721
871,Iowa,Scott County,19163,172943
872,Iowa,Shelby County,19165,11454
873,Iowa,Sioux County,19167,34855
874,Iowa,Story County,19169,97117
875,Iowa,Tama County,19171,16854
876,Iowa,Taylor County,19173,6121
877,Iowa,Union County,19175,12241
878,Iowa,Van Buren County,19177,7044
879,Iowa,Wapello County,19179,34969
880,Iowa,Warren County,19181,51466
881,Iowa,Washington County,19183,21965
882,Iowa,Wayne County,19185,6441
883,Iowa,Webster County,19187,35904
884,Iowa,Winnebago County,19189,10354
885,Iowa,Winneshiek County,19191,19991
886,Iowa,Woodbury County,19193,103107
887,Iowa,Worth County,19195,7381
888,Iowa,Wright County,19197,12562
889,Kansas,Allen County,20001,12369
890,Kansas,Anderson County,20003,7858
891,Kansas,Atchison County,20005,16073
892,Kansas,Barber County,20007,4427
893,Kansas,Barton County,20009,25779
894,Kansas,Bourbon County,20011,14534
895,Kansas,Brown County,20013,9564
896,Kansas,Butler County,20015,66911
897,Kansas,Chase County,20017,2648
898,Kansas,Chautauqua County,20019,3250
899,Kansas,Cherokee County,20021,19939
900,Kansas,Cheyenne County,20023,2657
901,Kansas,Clark County,20025,1994
902,Kansas,Clay County,20027,8002
903,Kansas,Cloud County,20029,8786
904,Kansas,Coffey County,20031,8179
905,Kansas,Comanche County,20033,1700
906,Kansas,Cowley County,20035,34908
907,Kansas,Crawford County,20037,38818
908,Kansas,Decatur County,20039,2827
909,Kansas,Dickinson County,20041,18466
910,Kansas,Doniphan County,20043,7600
911,Kansas,Douglas County,20045,122259
912,Kansas,Edwards County,20047,2798
913,Kansas,Elk County,20049,2530
914,Kansas,Ellis County,20051,28553
915,Kansas,Ellsworth County,20053,6102
916,Kansas,Finney County,20055,36467
917,Kansas,Ford County,20057,33619
918,Kansas,Franklin County,20059,25544
919,Kansas,Geary County,20061,31670
920,Kansas,Gove County,20063,2636
921,Kansas,Graham County,20065,2482
922,Kansas,Grant County,20067,7150
923,Kansas,Gray County,20069,5988
924,Kansas,Greeley County,20071,1232
925,Kansas,Greenwood County,20073,5982
926,Kansas,Hamilton County,20075,2539
927,Kansas,Harper County,20077,5436
928,Kansas,Harvey County,20079,34429
929,Kansas,Haskell County,20081,3968
930,Kansas,Hodgeman County,20083,1794
931,Kansas,Jackson County,20085,13171
932,Kansas,Jefferson County,20087,19043
933,Kansas,Jewell County,20089,2879
934,Kansas,Johnson County,20091,602401
935,Kansas,Kearny County,20093,3838
936,Kansas,Kingman County,20095,7152
937,Kansas,Kiowa County,20097,2475
938,Kansas,Labette County,20099,19618
939,Kansas,Lane County,20101,1535
940,Kansas,Leavenworth County,20103,81758
941,Kansas,Lincoln County,20105,2962
942,Kansas,Linn County,20107,9703
943,Kansas,Logan County,20109,2794
944,Kansas,Lyon County,20111,33195
945,Kansas,McPherson County,20113,28542
946,Kansas,Marion County,20115,11884
947,Kansas,Marshall County,20117,9707
948,Kansas,Meade County,20119,4033
949,Kansas,Miami County,20121,34237
950,Kansas,Mitchell County,20123,5979
951,Kansas,Montgomery County,20125,31829
952,Kansas,Morris County,20127,5620
953,Kansas,Morton County,20129,2587
954,Kansas,Nemaha County,20131,10231
955,Kansas,Neosho County,20133,16007
956,Kansas,Ness County,20135,2750
957,Kansas,Norton County,20137,5361
958,Kansas,Osage County,20139,15949
959,Kansas,Osborne County,20141,3421
960,Kansas,Ottawa County,20143,5704
961,Kansas,Pawnee County,20145,6414
962,Kansas,Phillips County,20147,5234
963,Kansas,Pottawatomie County,20149,24383
964,Kansas,Pratt County,20151,9164
965,Kansas,Rawlins County,20153,2530
966,Kansas,Reno County,20155,61998
967,Kansas,Republic County,20157,4636
968,Kansas,Rice County,20159,9537
969,Kansas,Riley County,20161,74232
970,Kansas,Rooks County,20163,4920
971,Kansas,Rush County,20165,3036
972,Kansas,Russell County,20167,6856
973,Kansas,Saline County,20169,54224
974,Kansas,Scott County,20171,4823
975,Kansas,Sedgwick County,20173,516042
976,Kansas,Seward County,20175,21428
977,Kansas,Shawnee County,20177,176875
978,Kansas,Sheridan County,20179,2521
979,Kansas,Sherman County,20181,5917
980,Kansas,Smith County,20183,3583
981,Kansas,Stafford County,20185,4156
982,Kansas,Stanton County,20187,2006
983,Kansas,Stevens County,20189,5485
984,Kansas,Sumner County,20191,22836
985,Kansas,Thomas County,20193,7777
986,Kansas,Trego County,20195,2803
987,Kansas,Wabaunsee County,20197,6931
988,Kansas,Wallace County,20199,1518
989,Kansas,Washington County,20201,5406
990,Kansas,Wichita County,20203,2119
991,Kansas,Wilson County,20205,8525
992,Kansas,Woodson County,20207,3138
993,Kansas,Wyandotte County,20209,165429
994,Kentucky,Adair County,21001,19202
995,Kentucky,Allen County,21003,21315
996,Kentucky,Anderson County,21005,22747
997,Kentucky,Ballard County,21007,7888
998,Kentucky,Barren County,21009,44249
999,Kentucky,Bath County,21011,12500
1000,Kentucky,Bell County,21013,26032
1001,Kentucky,Boone County,21015,133581
1002,Kentucky,Bourbon County,21017,19788
1003,Kentucky,Boyd County,21019,46718
1004,Kentucky,Boyle County,21021,30060
1005,Kentucky,Bracken County,21023,8303
1006,Kentucky,Breathitt County,21025,12630
1007,Kentucky,Breckinridge County,21027,20477
1008,Kentucky,Bullitt County,21029,81676
1009,Kentucky,Butler County,21031,12879
1010,Kentucky,Caldwell County,21033,12747
1011,Kentucky,Calloway County,21035,39001
1012,Kentucky,Campbell County,21037,93584
1013,Kentucky,Carlisle County,21039,4760
1014,Kentucky,Carroll County,21041,10631
1015,Kentucky,Carter County,21043,26797
1016,Kentucky,Casey County,21045,16159
1017,Kentucky,Christian County,21047,70461
1018,Kentucky,Clark County,21049,36263
1019,Kentucky,Clay County,21051,19901
1020,Kentucky,Clinton County,21053,10218
1021,Kentucky,Crittenden County,21055,8806
1022,Kentucky,Cumberland County,21057,6614
1023,Kentucky,Daviess County,21059,101511
1024,Kentucky,Edmonson County,21061,12150
1025,Kentucky,Elliott County,21063,7517
1026,Kentucky,Estill County,21065,14106
1027,Kentucky,Fayette County,21067,323152
1028,Kentucky,Fleming County,21069,14581
1029,Kentucky,Floyd County,21071,35589
1030,Kentucky,Franklin County,21073,50991
1031,Kentucky,Fulton County,21075,5969
1032,Kentucky,Gallatin County,21077,8869
1033,Kentucky,Garrard County,21079,17666
1034,Kentucky,Grant County,21081,25069
1035,Kentucky,Graves County,21083,37266
1036,Kentucky,Grayson County,21085,26427
1037,Kentucky,Green County,21087,10941
1038,Kentucky,Greenup County,21089,35098
1039,Kentucky,Hancock County,21091,8722
1040,Kentucky,Hardin County,21093,110958
1041,Kentucky,Harlan County,21095,26010
1042,Kentucky,Harrison County,21097,18886
1043,Kentucky,Hart County,21099,19035
1044,Kentucky,Henderson County,21101,45210
1045,Kentucky,Henry County,21103,16126
1046,Kentucky,Hickman County,21105,4380
1047,Kentucky,Hopkins County,21107,44686
1048,Kentucky,Jackson County,21109,13329
1049,Kentucky,Jefferson County,21111,766757
1050,Kentucky,Jessamine County,21113,54115
1051,Kentucky,Johnson County,21115,22188
1052,Kentucky,Kenton County,21117,166998
1053,Kentucky,Knott County,21119,14806
1054,Kentucky,Knox County,21121,31145
1055,Kentucky,Larue County,21123,14398
1056,Kentucky,Laurel County,21125,60813
1057,Kentucky,Lawrence County,21127,15317
1058,Kentucky,Lee County,21129,7403
1059,Kentucky,Leslie County,21131,9877
1060,Kentucky,Letcher County,21133,21553
1061,Kentucky,Lewis County,21135,13275
1062,Kentucky,Lincoln County,21137,24549
1063,Kentucky,Livingston County,21139,9194
1064,Kentucky,Logan County,21141,27102
1065,Kentucky,Lyon County,21143,8210
1066,Kentucky,McCracken County,21145,65418
1067,Kentucky,McCreary County,21147,17231
1068,Kentucky,McLean County,21149,9207
1069,Kentucky,Madison County,21151,92987
1070,Kentucky,Magoffin County,21153,12161
1071,Kentucky,Marion County,21155,19273
1072,Kentucky,Marshall County,21157,31100
1073,Kentucky,Martin County,21159,11195
1074,Kentucky,Mason County,21161,17070
1075,Kentucky,Meade County,21163,28572
1076,Kentucky,Menifee County,21165,6489
1077,Kentucky,Mercer County,21167,21933
1078,Kentucky,Metcalfe County,21169,10071
1079,Kentucky,Monroe County,21171,10650
1080,Kentucky,Montgomery County,21173,28157
1081,Kentucky,Morgan County,21175,13309
1082,Kentucky,Muhlenberg County,21177,30622
1083,Kentucky,Nelson County,21179,46233
1084,Kentucky,Nicholas County,21181,7269
1085,Kentucky,Ohio County,21183,23994
1086,Kentucky,Oldham County,21185,66799
1087,Kentucky,Owen County,21187,10901
1088,Kentucky,Owsley County,21189,4415
1089,Kentucky,Pendleton County,21191,14590
1090,Kentucky,Perry County,21193,25758
1091,Kentucky,Pike County,21195,57876
1092,Kentucky,Powell County,21197,12359
1093,Kentucky,Pulaski County,21199,64979
1094,Kentucky,Robertson County,21201,2108
1095,Kentucky,Rockcastle County,21203,16695
1096,Kentucky,Rowan County,21205,24460
1097,Kentucky,Russell County,21207,17923
1098,Kentucky,Scott County,21209,57004
1099,Kentucky,Shelby County,21211,49024
1100,Kentucky,Simpson County,21213,18572
1101,Kentucky,Spencer County,21215,19351
1102,Kentucky,Taylor County,21217,25769
1103,Kentucky,Todd County,21219,12294
1104,Kentucky,Trigg County,21221,14651
1105,Kentucky,Trimble County,21223,8471
1106,Kentucky,Union County,21225,14381
1107,Kentucky,Warren County,21227,132896
1108,Kentucky,Washington County,21229,12095
1109,Kentucky,Wayne County,21231,20333
1110,Kentucky,Webster County,21233,12942
1111,Kentucky,Whitley County,21235,36264
1112,Kentucky,Wolfe County,21237,7157
1113,Kentucky,Woodford County,21239,26734
1114,Louisiana,Acadia Parish,22001,62045
1115,Louisiana,Allen Parish,22003,25627
1116,Louisiana,Ascension Parish,22005,126604
1117,Louisiana,Assumption Parish,22007,21891
1118,Louisiana,Avoyelles Parish,22009,40144
1119,Louisiana,Beauregard Parish,22011,37497
1120,Louisiana,Bienville Parish,22013,13241
1121,Louisiana,Bossier Parish,22015,127039
1122,Louisiana,Caddo Parish,22017,240204
1123,Louisiana,Calcasieu Parish,22019,203436
1124,Louisiana,Caldwell Parish,22021,9918
1125,Louisiana,Cameron Parish,22023,6973
1126,Louisiana,Catahoula Parish,22025,9494
1127,Louisiana,Claiborne Parish,22027,15670
1128,Louisiana,Concordia Parish,22029,19259
1129,Louisiana,De Soto Parish,22031,27463
1130,Louisiana,East Baton Rouge Parish,22033,440059
1131,Louisiana,East Carroll Parish,22035,6861
1132,Louisiana,East Feliciana Parish,22037,19135
1133,Louisiana,Evangeline Parish,22039,33395
1134,Louisiana,Franklin Parish,22041,20015
1135,Louisiana,Grant Parish,22043,22389
1136,Louisiana,Iberia Parish,22045,69830
1137,Louisiana,Iberville Parish,22047,32511
1138,Louisiana,Jackson Parish,22049,15744
1139,Louisiana,Jefferson Parish,22051,432493
1140,Louisiana,Jefferson Davis Parish,22053,31368
1141,Louisiana,Lafayette Parish,22055,244390
1142,Louisiana,Lafourche Parish,22057,97614
1143,Louisiana,LaSalle Parish,22059,14892
1144,Louisiana,Lincoln Parish,22061,46742
1145,Louisiana,Livingston Parish,22063,140789
1146,Louisiana,Madison Parish,22065,10951
1147,Louisiana,Morehouse Parish,22067,24874
1148,Louisiana,Natchitoches Parish,22069,38158
1149,Louisiana,Orleans Parish,22071,390144
1150,Louisiana,Ouachita Parish,22073,153279
1151,Louisiana,Plaquemines Parish,22075,23197
1152,Louisiana,Pointe Coupee Parish,22077,21730
1153,Louisiana,Rapides Parish,22079,129648
1154,Louisiana,Red River Parish,22081,8442
1155,Louisiana,Richland Parish,22083,20122
1156,Louisiana,Sabine Parish,22085,23884
1157,Louisiana,St. Bernard Parish,22087,47244
1158,Louisiana,St. Charles Parish,22089,53100
1159,Louisiana,St. Helena Parish,22091,10132
1160,Louisiana,St. James Parish,22093,21096
1161,Louisiana,St. John the Baptist Parish,22095,42837
1162,Louisiana,St. Landry Parish,22097,82124
1163,Louisiana,St. Martin Parish,22099,53431
1164,Louisiana,St. Mary Parish,22101,49348
1165,Louisiana,St. Tammany Parish,22103,260419
1166,Louisiana,Tangipahoa Parish,22105,134758
1167,Louisiana,Tensas Parish,22107,4334
1168,Louisiana,Terrebonne Parish,22109,110461
1169,Louisiana,Union Parish,22111,22108
1170,Louisiana,Vermilion Parish,22113,59511
1171,Louisiana,Vernon Parish,22115,47429
1172,Louisiana,Washington Parish,22117,46194
1173,Louisiana,Webster Parish,22119,38340
1174,Louisiana,West Baton Rouge Parish,22121,26465
1175,Louisiana,West Carroll Parish,22123,10830
1176,Louisiana,West Feliciana Parish,22125,15568
1177,Louisiana,Winn Parish,22127,13904
1178,Maine,Androscoggin County,23001,108277
1179,Maine,Aroostook County,23003,67055
1180,Maine,Cumberland County,23005,295003
1181,Maine,Franklin County,23007,30199
1182,Maine,Hancock County,23009,54987
1183,Maine,Kennebec County,23011,122302
1184,Maine,Knox County,23013,39772
1185,Maine,Lincoln County,23015,34634
1186,Maine,Oxford County,23017,57975
1187,Maine,Penobscot County,23019,152148
1188,Maine,Piscataquis County,23021,16785
1189,Maine,Sagadahoc County,23023,35856
1190,Maine,Somerset County,23025,50484
1191,Maine,Waldo County,23027,39715
1192,Maine,Washington County,23029,31379
1193,Maine,York County,23031,207641
1194,Maryland,Allegany County,24001,70416
1195,Maryland,Anne Arundel County,24003,579234
1196,Maryland,Baltimore County,24005,827370
1197,Maryland,Calvert County,24009,92525
1198,Maryland,Caroline County,24011,33406
1199,Maryland,Carroll County,24013,168447
1200,Maryland,Cecil County,24015,102855
1201,Maryland,Charles County,24017,163257
1202,Maryland,Dorchester County,24019,31929
1203,Maryland,Frederick County,24021,259547
1204,Maryland,Garrett County,24023,29014
1205,Maryland,Harford County,24025,255441
1206,Maryland,Howard County,24027,325690
1207,Maryland,Kent County,24029,19422
1208,Maryland,Montgomery County,24031,1050688
1209,Maryland,Prince George's County,24033,909327
1210,Maryland,Queen Anne's County,24035,50381
1211,Maryland,St. Mary's County,24037,113510
1212,Maryland,Somerset County,24039,25616
1213,Maryland,Talbot County,24041,37181
1214,Maryland,Washington County,24043,151049
1215,Maryland,Wicomico County,24045,103609
1216,Maryland,Worcester County,24047,52276
1217,Maryland,Baltimore city,24510,593490
1218,Massachusetts,Barnstable County,25001,212990
1219,Massachusetts,Berkshire County,25003,124944
1220,Massachusetts,Bristol County,25005,565217
1221,Massachusetts,Dukes County,25007,17332
1222,Massachusetts,Essex County,25009,789034
1223,Massachusetts,Franklin County,25011,70180
1224,Massachusetts,Hampden County,25013,466372
1225,Massachusetts,Hampshire County,25015,160830
1226,Massachusetts,Middlesex County,25017,1611699
1227,Massachusetts,Nantucket County,25019,11399
1228,Massachusetts,Norfolk County,25021,706775
1229,Massachusetts,Plymouth County,25023,521202
1230,Massachusetts,Suffolk County,25025,803907
1231,Massachusetts,Worcester County,25027,830622
1232,Michigan,Alcona County,26001,10405
1233,Michigan,Alger County,26003,9108
1234,Michigan,Allegan County,26005,118081
1235,Michigan,Alpena County,26007,28405
1236,Michigan,Antrim County,26009,23324
1237,Michigan,Arenac County,26011,14883
1238,Michigan,Baraga County,26013,8209
1239,Michigan,Barry County,26015,61550
1240,Michigan,Bay County,26017,103126
1241,Michigan,Benzie County,26019,17766
1242,Michigan,Berrien County,26021,153401
1243,Michigan,Branch County,26023,43517
1244,Michigan,Calhoun County,26025,134159
1245,Michigan,Cass County,26027,51787
1246,Michigan,Charlevoix County,26029,26143
1247,Michigan,Cheboygan County,26031,25276
1248,Michigan,Chippewa County,26033,37349
1249,Michigan,Clare County,26035,30950
1250,Michigan,Clinton County,26037,79595
1251,Michigan,Crawford County,26039,14029
1252,Michigan,Delta County,26041,35784
1253,Michigan,Dickinson County,26043,25239
1254,Michigan,Eaton County,26045,110268
1255,Michigan,Emmet County,26047,33415
1256,Michigan,Genesee County,26049,405813
1257,Michigan,Gladwin County,26051,25449
1258,Michigan,Gogebic County,26053,13975
1259,Michigan,Grand Traverse County,26055,93088
1260,Michigan,Gratiot County,26057,40711
1261,Michigan,Hillsdale County,26059,45605
1262,Michigan,Houghton County,26061,35684
1263,Michigan,Huron County,26063,30981
1264,Michigan,Ingham County,26065,292406
1265,Michigan,Ionia County,26067,64697
1266,Michigan,Iosco County,26069,25127
1267,Michigan,Iron County,26071,11066
1268,Michigan,Isabella County,26073,69872
1269,Michigan,Jackson County,26075,158510
1270,Michigan,Kalamazoo County,26077,265066
1271,Michigan,Kalkaska County,26079,18038
1272,Michigan,Kent County,26081,656955
1273,Michigan,Keweenaw County,26083,2116
1274,Michigan,Lake County,26085,11853
1275,Michigan,Lapeer County,26087,87607
1276,Michigan,Leelanau County,26089,21761
1277,Michigan,Lenawee County,26091,98451
1278,Michigan,Livingston County,26093,191995
1279,Michigan,Luce County,26095,6229
1280,Michigan,Mackinac County,26097,10799
1281,Michigan,Macomb County,26099,873972
1282,Michigan,Manistee County,26101,24558
1283,Michigan,Marquette County,26103,66699
1284,Michigan,Mason County,26105,29144
1285,Michigan,Mecosta County,26107,43453
1286,Michigan,Menominee County,26109,22780
1287,Michigan,Midland County,26111,83156
1288,Michigan,Missaukee County,26113,15118
1289,Michigan,Monroe County,26115,150500
1290,Michigan,Montcalm County,26117,63888
1291,Michigan,Montmorency County,26119,9328
1292,Michigan,Muskegon County,26121,173566
1293,Michigan,Newaygo County,26123,48980
1294,Michigan,Oakland County,26125,1257584
1295,Michigan,Oceana County,26127,26467
1296,Michigan,Ogemaw County,26129,20997
1297,Michigan,Ontonagon County,26131,5720
1298,Michigan,Osceola County,26133,23460
1299,Michigan,Oscoda County,26135,8241
1300,Michigan,Otsego County,26137,24668
1301,Michigan,Ottawa County,26139,291830
1302,Michigan,Presque Isle County,26141,12592
1303,Michigan,Roscommon County,26143,24019
1304,Michigan,Saginaw County,26145,190539
1305,Michigan,St. Clair County,26147,159128
1306,Michigan,St. Joseph County,26149,60964
1307,Michigan,Sanilac County,26151,41170
1308,Michigan,Schoolcraft County,26153,8094
1309,Michigan,Shiawassee County,26155,68122
1310,Michigan,Tuscola County,26157,52245
1311,Michigan,Van Buren County,26159,75677
1312,Michigan,Washtenaw County,26161,367601
1313,Michigan,Wayne County,26163,1749343
1314,Michigan,Wexford County,26165,33631
1315,Minnesota,Aitkin County,27001,15886
1316,Minnesota,Anoka County,27003,356921
1317,Minnesota,Becker County,27005,34423
1318,Minnesota,Beltrami County,27007,47188
1319,Minnesota,Benton County,27009,40889
1320,Minnesota,Big Stone County,27011,4991
1321,Minnesota,Blue Earth County,27013,67653
1322,Minnesota,Brown County,27015,25008
1323,Minnesota,Carlton County,27017,35871
1324,Minnesota,Carver County,27019,105089
1325,Minnesota,Cass County,27021,29779
1326,Minnesota,Chippewa County,27023,11800
1327,Minnesota,Chisago County,27025,56579
1328,Minnesota,Clay County,27027,64222
1329,Minnesota,Clearwater County,27029,8818
1330,Minnesota,Cook County,27031,5463
1331,Minnesota,Cottonwood County,27033,11196
1332,Minnesota,Crow Wing County,27035,65055
1333,Minnesota,Dakota County,27037,429021
1334,Minnesota,Dodge County,27039,20934
1335,Minnesota,Douglas County,27041,38141
1336,Minnesota,Faribault County,27043,13653
1337,Minnesota,Fillmore County,27045,21067
1338,Minnesota,Freeborn County,27047,30281
1339,Minnesota,Goodhue County,27049,46340
1340,Minnesota,Grant County,27051,5972
1341,Minnesota,Hennepin County,27053,1265843
1342,Minnesota,Houston County,27055,18600
1343,Minnesota,Hubbard County,27057,21491
1344,Minnesota,Isanti County,27059,40596
1345,Minnesota,Itasca County,27061,45130
1346,Minnesota,Jackson County,27063,9846
1347,Minnesota,Kanabec County,27065,16337
1348,Minnesota,Kandiyohi County,27067,43199
1349,Minnesota,Kittson County,27069,4298
1350,Minnesota,Koochiching County,27071,12229
1351,Minnesota,Lac qui Parle County,27073,6623
1352,Minnesota,Lake County,27075,10641
1353,Minnesota,Lake of the Woods County,27077,3740
1354,Minnesota,Le Sueur County,27079,28887
1355,Minnesota,Lincoln County,27081,5639
1356,Minnesota,Lyon County,27083,25474
1357,Minnesota,McLeod County,27085,35893
1358,Minnesota,Mahnomen County,27087,5527
1359,Minnesota,Marshall County,27089,9336
1360,Minnesota,Martin County,27091,19683
1361,Minnesota,Meeker County,27093,23222
1362,Minnesota,Mille Lacs County,27095,26277
1363,Minnesota,Morrison County,27097,33386
1364,Minnesota,Mower County,27099,40062
1365,Minnesota,Murray County,27101,8194
1366,Minnesota,Nicollet County,27103,34274
1367,Minnesota,Nobles County,27105,21629
1368,Minnesota,Norman County,27107,6375
1369,Minnesota,Olmsted County,27109,158293
1370,Minnesota,Otter Tail County,27111,58746
1371,Minnesota,Pennington County,27113,14119
1372,Minnesota,Pine County,27115,29579
1373,Minnesota,Pipestone County,27117,9126
1374,Minnesota,Polk County,27119,31364
1375,Minnesota,Pope County,27121,11249
1376,Minnesota,Ramsey County,27123,550321
1377,Minnesota,Red Lake County,27125,4055
1378,Minnesota,Redwood County,27127,15170
1379,Minnesota,Renville County,27129,14548
1380,Minnesota,Rice County,27131,66972
1381,Minnesota,Rock County,27133,9315
1382,Minnesota,Roseau County,27135,15165
1383,Minnesota,St. Louis County,27137,199070
1384,Minnesota,Scott County,27139,149013
1385,Minnesota,Sherburne County,27141,97238
1386,Minnesota,Sibley County,27143,14865
1387,Minnesota,Stearns County,27145,161075
1388,Minnesota,Steele County,27147,36649
1389,Minnesota,Stevens County,27149,9805
1390,Minnesota,Swift County,27151,9266
1391,Minnesota,Todd County,27153,24664
1392,Minnesota,Traverse County,27155,3259
1393,Minnesota,Wabasha County,27157,21627
1394,Minnesota,Wadena County,27159,13682
1395,Minnesota,Waseca County,27161,18612
1396,Minnesota,Washington County,27163,262440
1397,Minnesota,Watonwan County,27165,10897
1398,Minnesota,Wilkin County,27167,6207
1399,Minnesota,Winona County,27169,50484
1400,Minnesota,Wright County,27171,138377
1401,Minnesota,Yellow Medicine County,27173,9709
1402,Mississippi,Adams County,28001,30693
1403,Mississippi,Alcorn County,28003,36953
1404,Mississippi,Amite County,28005,12297
1405,Mississippi,Attala County,28007,18174
1406,Mississippi,Benton County,28009,8259
1407,Mississippi,Bolivar County,28011,30628
1408,Mississippi,Calhoun County,28013,14361
1409,Mississippi,Carroll County,28015,9947
1410,Mississippi,Chickasaw County,28017,17103
1411,Mississippi,Choctaw County,28019,8210
1412,Mississippi,Claiborne County,28021,8988
1413,Mississippi,Clarke County,28023,15541
1414,Mississippi,Clay County,28025,19316
1415,Mississippi,Coahoma County,28027,22124
1416,Mississippi,Copiah County,28029,28065
1417,Mississippi,Covington County,28031,18636
